id,player_id,team_id,league_id,season_month,season_year,matches_played,goals,assists,avg_rating,best_rating,mvp_count,created_at,updated_at,yellow_cards,red_cards,clean_sheets,goals_conceded,decisive_passes,minutes_played,total_rating,penalties_saved
e7ae0378-5fc3-4654-8a25-fe81f44d5308,2aebfb50-cede-4aa3-a01c-09dbfa0fc0ce,1025af29-7eb5-4105-8e3f-228d49f8c1ea,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,1,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
dc8a7b3d-8b1a-4077-ae5d-e1f341170593,994a1d35-3b3b-4f32-993d-2594e7764607,1025af29-7eb5-4105-8e3f-228d49f8c1ea,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
e32ab220-4c8f-48d0-bd1e-29c385356ce6,cb085cca-70c6-44bf-9a17-8218c5d5b9f6,1025af29-7eb5-4105-8e3f-228d49f8c1ea,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,15,1,2,7.62,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,114.30,0
5509869a-8b04-47cb-b735-cc08f91c8119,d6829478-e3b9-49a4-bff5-b68deafb5bb2,1025af29-7eb5-4105-8e3f-228d49f8c1ea,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,1,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
f0ddc7f1-ae4c-461b-a6b7-50ce030323ca,046ce884-41d3-491d-8bcb-48fe20afc1ac,760f4221-9178-46bb-9c50-f4ed35f5519e,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
073ec8f0-7c4e-4487-b7b8-7b7c68d82f26,c5a54cd7-5fb0-43d0-86e3-5e2cb83826a8,6ea55511-7fd6-4aa4-8ff6-9177efb7d87a,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
bba69b92-18c2-4fca-a0f1-d88b13132d47,7ff69509-376a-4adc-867c-095501532e63,6ea55511-7fd6-4aa4-8ff6-9177efb7d87a,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,2,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
f16708c6-2d49-4704-81cd-e4435a21782a,5273141e-fe0b-430a-b7f5-4be66b7738b7,52b34eb7-6757-49c1-94c4-219a75ad3e7e,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
eaee2f8e-5207-4198-9253-3597e0260e12,a3238814-15db-4083-a492-a4ce16062bdf,e761d85a-8f1a-4c4c-9500-9d35d2c8a279,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,1,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
15342fc4-7774-4459-8c85-8764603556bf,acb71d38-e0a1-4c4e-bbb0-623814c0276f,b64abfdb-8dc0-4105-90be-c159d1092e52,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
554081f5-2a1a-488a-ac14-c8178765d9eb,bcbf8bc2-7ae1-423a-9ebe-8bab3a25c2c6,b64abfdb-8dc0-4105-90be-c159d1092e52,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,0,2,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
d8c74b34-502c-4418-be60-64d06815e48e,a3ff665a-6b44-42bc-8f8e-055504d81c8f,91974ba2-ffbd-4d08-98e1-cf2c02ffd15d,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
0335d4e2-9d96-41e4-88b3-3771a6ec2e1e,c26d8f68-ec6c-4a41-9c08-08a27f7e7930,91974ba2-ffbd-4d08-98e1-cf2c02ffd15d,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,2,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
c48dfcbf-7fb0-4958-b39c-bbcde6877a1d,1430f1dd-3713-4109-8c71-d467c1e4f0f9,2ec76b32-6fc1-450d-8e5b-e84a3bd29a87,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,2,1,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
5a5bd5c7-a2b2-4294-af82-afd5cc1f28d3,63eb7a5c-82ec-467a-b723-fd61ddd9ae65,6a1577e7-ebc0-4e46-ba91-c12df3624c05,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,0,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
c04b2028-099f-4681-91d9-04a923464e7e,76f90573-833b-4e40-8a7f-82ba03e99191,6a1577e7-ebc0-4e46-ba91-c12df3624c05,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,0,2,0.00,0.00,0,2026-05-16 01:13:43.131963+00,2026-05-16 01:13:43.131963+00,0,0,0,0,0,0,0.00,0
16a7abf1-0cba-4b49-a0a0-ae471ae04229,fdf46b46-30fc-4621-bbdd-8e0fa062951f,aca5d797-5635-44f6-833f-d263c51941c5,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,0,0.00,0.00,0,2026-05-16 01:13:43.169849+00,2026-05-16 01:13:43.169849+00,0,0,0,0,0,0,0.00,0
e2e99ba7-e171-4207-81c7-26d295548d7f,8870b37d-5ea5-4997-9a32-8ade61b579bb,e5754f41-5d11-44f4-a4a6-d3d96898bc54,b01ef2e0-298f-4313-a093-680715e25fec,5,2026,0,1,0,0.00,0.00,0,2026-05-16 01:13:43.169849+00,2026-05-16 01:13:43.169849+00,0,0,0,0,0,0,0.00,0
