id,league_id,user_id,club_name,club_logo,points,wins,draws,losses,goals_for,goals_against,played,reputation,joined_at,budget,is_bot,bot_strength,country
a0f6a16c-39cd-49de-8ab1-d8b9f5ee7f4e,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 307,https://api.dicebear.com/7.x/avataaars/svg?seed=545b8bef-8701-4bfc-92fb-3c672abb9329,0,0,0,0,0,0,0,59,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
ec895bfc-526b-41d9-8f08-c4093fb3cdb2,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 3280,https://api.dicebear.com/7.x/avataaars/svg?seed=30c8e9d0-5bca-4bf3-894b-183302deb242,0,0,0,0,0,0,0,64,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
f01e199f-8f73-417e-a07b-46f27e26b262,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8020,https://api.dicebear.com/7.x/avataaars/svg?seed=b6903617-d052-49c9-9ac8-597a88c06a2f,0,0,0,0,0,0,0,51,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
997ec6ad-496d-4631-a918-fa892f826b7f,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 5722,https://api.dicebear.com/7.x/avataaars/svg?seed=44669f2e-24ff-4b96-88f3-9c23e28ea791,0,0,0,0,0,0,0,56,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
3380cda5-31b0-427e-8380-5ee588884ac5,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8835,https://api.dicebear.com/7.x/avataaars/svg?seed=4f9ccc7c-368c-46bd-ab79-e286cd06fd00,0,0,0,0,0,0,0,66,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
e719d168-8501-4731-88a2-2ed32a739e61,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 5090,https://api.dicebear.com/7.x/avataaars/svg?seed=e59762bd-3b9a-4a5b-a751-df512052833f,0,0,0,0,0,0,0,67,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
8051cbfd-e308-4924-b81f-029c61e196a4,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 4496,https://api.dicebear.com/7.x/avataaars/svg?seed=9c8e7c56-f02c-45dd-ab91-e7c35828217f,0,0,0,0,0,0,0,56,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
9c61d95b-016a-46e0-a27e-7acb5ea13414,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 5776,https://api.dicebear.com/7.x/avataaars/svg?seed=5d0c4d59-3780-462c-ac3b-8f25667321ff,0,0,0,0,0,0,0,59,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
f5c4f82b-37ad-4fda-adc3-dded7417a744,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8170,https://api.dicebear.com/7.x/avataaars/svg?seed=1a5f07d6-ae51-4229-8745-69d9d92e5f1f,0,0,0,0,0,0,0,54,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
03c65cb6-c37c-41e0-8797-967a00326e54,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 6836,https://api.dicebear.com/7.x/avataaars/svg?seed=7b946781-09fb-4843-89b9-001542794b64,0,0,0,0,0,0,0,69,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
c8361cf6-00dc-46ca-8b95-278e1e99fafd,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8666,https://api.dicebear.com/7.x/avataaars/svg?seed=c5d069d5-434c-488e-8cc4-94b22018148a,0,0,0,0,0,0,0,64,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
9cc1e5ea-fc5c-4e56-83e6-97e1441a1bab,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8694,https://api.dicebear.com/7.x/avataaars/svg?seed=556bbc26-c8a6-40dc-a9f9-d4308e6e0a1b,0,0,0,0,0,0,0,63,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
899f0529-ac42-4923-9711-da249150f883,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 8419,https://api.dicebear.com/7.x/avataaars/svg?seed=86c54962-99b8-4cab-8ca5-90c99a0c8e77,0,0,0,0,0,0,0,64,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
ad074399-124b-41b0-87a8-db617c930c52,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 7618,https://api.dicebear.com/7.x/avataaars/svg?seed=72c2645a-bc3f-4acf-9332-b4bed5da269c,0,0,0,0,0,0,0,65,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
2fd6e7c7-8af7-4ade-8ff3-ef5f4a88c056,75ffdae5-fcb9-45c0-a699-9c9d52b49a98,,Bot FC 567,https://api.dicebear.com/7.x/avataaars/svg?seed=82627c4b-3eb4-485e-9404-971007a0ae3e,0,0,0,0,0,0,0,52,2026-05-02 15:16:21.776566+00,1000000,f,,Brasil
a6857aa5-1dad-4f3f-bf79-d0fc1db6f534,2f1b5505-7ab1-4664-9eea-a0206994d7b7,e60b679b-7e44-484c-a91c-7b7c1ceba32e,MANAGER FC,⚽,0,0,0,0,0,0,0,50,2026-05-18 00:40:23.56239+00,5000000,f,,Brasil
fc8407bd-28d3-41b3-8d47-c9f2d73f9a06,2f1b5505-7ab1-4664-9eea-a0206994d7b7,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,TESTER FLM FC,⚽,0,0,0,0,0,0,0,65,2026-05-06 22:16:45.978802+00,1000000,f,,Brasil
26ff5706-ad75-4c34-8600-a9c95e008c73,2f1b5505-7ab1-4664-9eea-a0206994d7b7,fa156d76-dbb9-473c-8a51-a059f6741bd8,Time inicial teste,⚽,0,0,0,0,0,0,0,50,2026-05-26 00:41:38.738538+00,5000000,f,,Brasil
5391c215-2c02-4c18-82aa-f3b736897596,ccb95e4c-2890-4f28-8c47-abfc9f82e1ee,b192ae6f-3143-442f-8ac7-b2fb6c9dca14,ATLÉTICO DE MADRID,🐺,0,0,0,0,0,0,0,50,2026-05-27 14:56:50.149803+00,1000000,f,,Brasil
94b81d36-b5d8-459d-9080-9ac0af9a27dd,05558aa1-2e2b-4647-b965-c239f8e571c1,e8a50df3-4cb0-4bec-81a5-84b7c1ae567a,Estrela Monte Azul,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:05.312969+00,1000000,t,45,Brasil
e0ad30fc-9b48-4239-b721-37dfc1de9ffd,05558aa1-2e2b-4647-b965-c239f8e571c1,f4facc5c-dc3e-4982-9707-0ea8fa68000d,FC Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:05.312969+00,1000000,t,51,Brasil
bf1f5816-19e9-4a9d-8b32-cdba0c1e145a,05558aa1-2e2b-4647-b965-c239f8e571c1,ee36255b-2477-434c-9192-8fe7a100fade,SC Campo Grande,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:05.312969+00,1000000,t,50,Brasil
43197d82-58d5-46bf-968f-b1c13eb6357d,05558aa1-2e2b-4647-b965-c239f8e571c1,508e7780-4944-450f-9329-19eb9a953b3c,AC Serra Alta,🔴,0,0,0,0,0,0,0,50,2026-04-30 23:00:05.312969+00,1000000,t,56,Brasil
cfdace6a-0d7b-45d3-86f3-7b1f2f6ab3f7,05558aa1-2e2b-4647-b965-c239f8e571c1,2b97088f-f283-4e57-8c6c-6a132e5eac3b,EC Vale Verde,🔵,0,0,0,0,0,0,0,50,2026-04-30 23:00:05.312969+00,1000000,t,55,Brasil
174bf776-c58f-4f4d-98c3-dca6dd184273,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,68123140-4a25-44c0-adff-ea148c54423c,ADM FC,⚽,0,0,0,0,0,0,0,50,2026-04-25 18:12:53.478344+00,5000000,f,,Brasil
dcd8ae90-d45d-4985-bc37-1cc8704e5ca8,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,35da0ad9-3efd-4d27-8c7d-325f3c010f2e,Clube Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,83,Brasil
4e0dcea1-7d8e-4700-af77-564aba1c6f6b,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,7c5622d9-d907-49cd-884d-655a3ef07c0e,Atlético Campo Grande,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,77,Brasil
8ba44eac-468e-4ea6-b315-08898400b44e,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,6d13c242-1bc5-4ddd-ae5e-a31e48a76c32,Esporte Serra Alta,🔴,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,89,Brasil
1d973a67-fdcb-4f5a-944e-f2d64a70b329,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,dc230122-c484-4cbb-9692-56810a3698b2,Sport Vale Verde,🔵,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,88,Brasil
973f779b-53f2-46ce-b772-873ebcb80364,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,681ddd26-5111-48d5-9c47-3507b95a5ad1,União Pedra Branca,🟢,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,83,Brasil
f793a919-34ec-4472-9b46-121148f4b557,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,e92861e6-0568-4095-88e0-584f29227e6b,Real Lagoa Santa,🟡,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,76,Brasil
7386d3d6-02af-4822-b565-d934a66148b7,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,FLM Team Fc,⚽,0,0,0,0,0,0,0,50,2026-04-25 18:20:59.816153+00,5000000,f,,Brasil
e38bc777-5717-47e3-adf9-805252796aec,ccb95e4c-2890-4f28-8c47-abfc9f82e1ee,74125438-d6d6-471b-9669-b06add2421de,UNC SPORT CLUB,⚽,0,0,0,0,0,0,0,65,2026-04-25 23:45:50.691628+00,1000000,f,,Brasil
12a8669b-9223-4ebe-80ef-81d2aeb9a3c4,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,c9544dd0-3729-480b-bd00-315d75a45711,ABC FC,⚽,0,0,0,0,0,0,0,65,2026-04-27 00:24:57.637901+00,1000000,f,,Brasil
1b130821-2691-4e43-bc22-8ad6b8556f02,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,3b612347-aa9f-41f8-9bee-59f26c562344,FLM,⚽,0,0,0,0,0,0,0,65,2026-04-27 02:18:26.240505+00,1000000,f,,Brasil
70684970-27be-45e1-908f-c38384ff88b4,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,e920c48e-4600-4ca1-95be-14a6c029695c,Inter Porto Alegre,⚫,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,78,Brasil
d2475411-9bf2-45ab-a3e5-80be1442029f,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,c03a8633-3a60-47f5-bcdf-7675f444a126,Nacional Bela Vista,⚪,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,86,Brasil
c1314135-8a56-4a12-b4e6-d8d0b3541309,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,b2bf009a-3aa3-46ba-a759-7b1f7d2f3c82,Sporting Cruz Alta,🟣,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,89,Brasil
7f94b402-f3fd-412a-8bb8-cd2ad79d5951,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,3f6557e8-9176-4787-93a4-834e75c8ad57,Racing Santo Amaro,🟠,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,90,Brasil
7a2d4882-3d9c-49d3-a4c0-77e341202ed4,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,8b939691-dd01-488c-ab6f-cb353c155f42,Olimpia Jardim,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,83,Brasil
124fa6f0-98f2-4be3-ac34-3f3db3889bfa,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,935f3e98-9aa7-4fee-a277-0b8576967176,Estrela São Miguel,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,87,Brasil
61b5e259-0bf4-460d-ad66-a2a425823209,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,46450184-57ab-48c6-943b-e6fe3608acc5,FC Boa Vista,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,78,Brasil
64373875-e021-4dc1-ad66-81f08940c4e7,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,ab5f1547-511a-4eb7-b24b-54f7c28c8200,SC Alto da Serra,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,80,Brasil
1a9a0f2a-d4cf-4703-a993-9a4d8ca789ca,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,64552d88-c931-4448-8676-0ae9140a8af3,AC Morro Alto,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,86,Brasil
0cc3855f-998c-4b3b-be49-89716ccdb867,a1c282c2-fa2e-4b28-8847-0a373bb82ae6,2eb2c5f0-5fd2-4b8f-82eb-1b4374fb166a,EC Ponta Grossa,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.559842+00,1000000,t,89,Brasil
ad7e1035-469e-4153-8b07-7775b199d78a,821abcf4-9ac7-42fa-80c5-09598dec18ba,46c81535-01a9-461a-9856-7ce1440ef4b0,FC Nova Esperança,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,87,Brasil
4cd0fcf4-e0bc-4e0b-ac99-edaeb62824ca,821abcf4-9ac7-42fa-80c5-09598dec18ba,908e96c6-f8a7-4731-ad9c-96ed1ca4beb9,SC Sol Nascente,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,89,Brasil
0113b7b9-91b5-4f9e-81a3-b72594a2db44,821abcf4-9ac7-42fa-80c5-09598dec18ba,c349742f-bb25-44dc-bda7-4ab55fa28781,AC Vila Rica,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,86,Brasil
1fef81bc-5c1a-4a56-bebe-9e31a1a7cb7a,821abcf4-9ac7-42fa-80c5-09598dec18ba,6b15f960-3ffc-4fae-a9bc-6663d894e59a,EC Monte Azul,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,82,Brasil
4e76a9e5-a640-4b4d-a4d7-897dacef869b,821abcf4-9ac7-42fa-80c5-09598dec18ba,d7a84f2f-b4ee-4da3-bafd-fc3e192f40b9,Clube Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,90,Brasil
d31ab379-f331-4a76-bc0e-b65ec0edb7f1,821abcf4-9ac7-42fa-80c5-09598dec18ba,c18e168f-7c3c-49d5-bdaa-4af45091a7aa,Atlético Campo Grande,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,87,Brasil
d1ca6409-eca6-411a-827c-3aeebaacaba8,821abcf4-9ac7-42fa-80c5-09598dec18ba,7b933648-0369-4538-b025-9b45990a4f76,Esporte Serra Alta,🔴,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,80,Brasil
b798e850-2653-486d-a5f5-d9fa9735f0f9,821abcf4-9ac7-42fa-80c5-09598dec18ba,acac1e35-a4dd-4f02-8375-35155aa6b5ce,Sport Vale Verde,🔵,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,86,Brasil
4c8709cc-7358-4491-af36-30f684b073fb,821abcf4-9ac7-42fa-80c5-09598dec18ba,9c5ef902-5deb-4685-8794-fdade5e527e2,União Pedra Branca,🟢,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,82,Brasil
f219bfbc-3567-4de3-aab7-0d72bc1526a0,821abcf4-9ac7-42fa-80c5-09598dec18ba,b1f7bc0c-0e96-4f82-ad51-d8026ef4881a,Real Lagoa Santa,🟡,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,84,Brasil
d6a7824e-f64a-4f64-a462-948e7ae6b044,821abcf4-9ac7-42fa-80c5-09598dec18ba,3474c8a8-5599-4c71-9ddb-53b2c5dd21fb,Inter Porto Alegre,⚫,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,86,Brasil
fbe20362-fa55-48ef-9880-dfbd523d89b2,821abcf4-9ac7-42fa-80c5-09598dec18ba,67c67c29-7777-44ed-b654-721c557a8bdc,Nacional Bela Vista,⚪,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,85,Brasil
76ade1c6-62cd-41d7-bfeb-33a5d29fc5b9,821abcf4-9ac7-42fa-80c5-09598dec18ba,39b61fe6-1ecd-41fb-9568-1eba18203c22,Sporting Cruz Alta,🟣,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,84,Brasil
7c040ef9-28ff-4045-bb22-76bce4f76216,821abcf4-9ac7-42fa-80c5-09598dec18ba,39159fe7-b67b-4ace-82a8-546253cef2c1,Racing Santo Amaro,🟠,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,76,Brasil
7d5a48bc-c2ed-4939-9258-3b1e7f9da357,821abcf4-9ac7-42fa-80c5-09598dec18ba,e97ff957-4919-4bb2-823d-f13436da7c89,Olimpia Jardim,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,87,Brasil
92c6cc80-dee5-42de-8516-2afe74155e74,821abcf4-9ac7-42fa-80c5-09598dec18ba,6ceeb5d1-3508-4bd4-b582-a28a5d941af5,Estrela São Miguel,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,75,Brasil
cb02dae4-5a80-4ce5-8200-55f213447693,821abcf4-9ac7-42fa-80c5-09598dec18ba,25074332-99a4-485b-a61a-4fb24245aa7b,FC Boa Vista,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,76,Brasil
4f9f2b72-6916-4a11-916d-7bb679f4d925,821abcf4-9ac7-42fa-80c5-09598dec18ba,c7e6074e-0e93-4502-9da9-13cc574b7fbc,SC Alto da Serra,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,89,Brasil
233b9c11-c39a-41ec-ab95-bba0d0658096,821abcf4-9ac7-42fa-80c5-09598dec18ba,7b5b1a62-ffe3-4a48-b8cb-dd09d3030a3d,AC Morro Alto,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,81,Brasil
b4a406b9-6444-4ec7-8ad4-d5bf0a9d2769,821abcf4-9ac7-42fa-80c5-09598dec18ba,48211687-0247-40fd-b89c-17402827e815,EC Ponta Grossa,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:03.745659+00,1000000,t,86,Brasil
a2cc0770-b8e0-4ae7-8e45-67e026911144,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,3ac0d7ad-147d-4357-a65e-c79bef96a9f4,União Nova Esperança,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,59,Brasil
dd7b25c1-e898-49b0-a9ed-70d36710b23a,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,983e07a2-c6af-4577-b7e1-a098eb19d5c8,Real Sol Nascente,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,65,Brasil
c758de86-e031-4fff-863c-06e09d223262,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,3bc34078-b2c8-46d1-a2ef-d4414ab6670d,Inter Vila Rica,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,56,Brasil
6be47ea4-f41f-412d-9a5c-d7f273bcb775,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,70f85b33-1a28-4464-ad81-9d7a6e861f5a,Nacional Monte Azul,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,67,Brasil
c3d79e65-cbb8-4977-a61d-63fb08543dd9,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,43400b88-1e0e-4a7a-bb0e-1cfb75629ef5,Sporting Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,62,Brasil
3d1702cb-e6e7-4308-8102-b75a7a022f76,25ddaff6-7116-48df-83e1-6cc2fbda8ceb,c1a0128b-c99b-4b4e-94bf-00cef667017d,Racing Campo Grande,🐂,0,0,0,0,0,0,0,50,2026-04-30 23:00:04.362428+00,1000000,t,56,Brasil
2125ed1f-cfd2-4b92-9b40-b02cb807a310,7bd2849a-dfaf-47a1-9eed-968363017bef,395f38cb-57ba-412a-9834-3aa87a1680d3,FC Nova Esperança,⚽,0,0,0,0,0,0,0,50,2026-04-28 23:00:03.122307+00,1000000,t,80,Brasil
59d19a55-5832-44c3-8d6f-f1170efda3b8,7bd2849a-dfaf-47a1-9eed-968363017bef,e47810f0-11db-4baf-af15-c66928416f49,SC Sol Nascente,🏟️,0,0,0,0,0,0,0,50,2026-04-28 23:00:03.159629+00,1000000,t,79,Brasil
e38dd14a-08d4-4d4c-bc41-fa87bc150e02,7bd2849a-dfaf-47a1-9eed-968363017bef,5aae2bad-0b87-4a1a-839c-4d5e84458287,AC Vila Rica,🦅,0,0,0,0,0,0,0,50,2026-04-28 23:00:03.216318+00,1000000,t,78,Brasil
84bda448-cff2-40aa-9a5e-80ccff2936fd,7bd2849a-dfaf-47a1-9eed-968363017bef,90e686d5-b9d7-41d1-b40c-12d3d5238e4c,EC Monte Azul,🐺,0,0,0,0,0,0,0,50,2026-04-28 23:00:03.250836+00,1000000,t,73,Brasil
4d728bed-11c9-4887-a45f-6e6f2a259259,7bd2849a-dfaf-47a1-9eed-968363017bef,2b36546f-bf75-4781-adf7-b302f77eb794,Clube Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-28 23:00:03.278872+00,1000000,t,79,Brasil
bc19e4aa-1336-4c4e-8b0a-af5b85e995c6,f2435b66-6686-4477-824d-72ef33992bb4,26333120-7b71-4c27-8a3a-47fde5aa0f06,FC Nova Esperança,⚽,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,79,Brasil
9fd15cdc-43b8-4bbf-af5d-1898730888e8,f2435b66-6686-4477-824d-72ef33992bb4,7b630071-80cc-4b22-a1c7-4a2ed9a829a3,SC Sol Nascente,🏟️,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,78,Brasil
9806c117-7cb8-4800-b257-97b18edcd46a,f2435b66-6686-4477-824d-72ef33992bb4,cee6fa51-6780-479a-a270-53d2c6039f68,AC Vila Rica,🦅,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,71,Brasil
cbadfcd8-bc94-46f4-bbe3-6a4408e05c99,f2435b66-6686-4477-824d-72ef33992bb4,86fac0e2-19d6-4f56-99a4-20256005a794,EC Monte Azul,🐺,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,80,Brasil
dd7f18a4-80ad-4f49-88e5-85495895c1bd,f2435b66-6686-4477-824d-72ef33992bb4,0a332681-432a-4bb7-bf93-c03e96d0b89b,Clube Rio Claro,🦁,0,0,0,0,0,0,0,50,2026-04-30 23:00:02.774175+00,1000000,t,65,Brasil
